	Japanese	English	Japanese Example	English Sentence	listening score	speaking score
2655	きんむ	duty, service	わたし の いちにち の <b>きんむ</b>じかん は はちじかん です	I work 8 hours a day.	0	0
2656	してん	branch@viewpoint	かれ は <b>してん</b> に てんきん した よ@<b>してん</b> を かえて みて みましょう	He was transferred to one of the branches.@Let's try to change our point of view.	0	0
2657	かい	meeting, association@shellfish, shell	<b>かい</b> は ごご くじ に おわりました@はまべ で きれい な <b>かい</b> を ひろいました	The meeting ended at 9:00 pm.@I found a beautiful shell on the beach.	0	0
2658	きちょう	airplane captain@precious, valuable	<b>きちょう</b> の ほうそう が あった の@かれ は <b>きちょう</b> な たいけん を した わ ね	There was an announcement from the captain.@He had a valuable experience.	0	0
2659	ぎむ	duty, obligation	ろうどう は こくみん の <b>ぎむ</b> です	It's a citizen's duty to work.	0	0
2660	じむ	office duty, clerical work	<b>じむ</b> の けいけん が さんねん あります	I have three years experience in clerical work.	0	0
2661	こうむいん	public officer, government worker	わたし の ちち は <b>こうむいん</b> です	My father is a civil servant.	0	0
2662	あいにく	unfortunately	とちゅう で <b>あいにく</b> あめ が ふりだした の	Unfortunately, it began to rain on the way.	0	0
2663	しがい	city outskirts, suburbs@the streets, downtown	そふ は <b>しがい</b> の びょういん に かよって いる の@ゆうがた の <b>しがい</b> は くるま が じゅうたい する よ	My grandfather goes to a hospital outside the city.@The town gets congested with cars in the late afternoon.	0	0
2664	じむいん	clerk, clerical staff	あたらしい <b>じむいん</b> が はいりました	A new clerk joined the office.	0	0
2665	したがう	follow, obey	じょうし の しじ に <b>したがった</b>	I followed my boss' instructions.	0	0
2666	じゅうぎょういん	employee, worker	かいしゃ は <b>じゅうぎょういん</b> の かず を ふやす よてい だ	The company plans to increase the number of employees.	0	0
2667	こよう	employment	かれ は その かいしゃ と <b>こよう</b> けいやく を むすんだ の	He signed a contract of employment with the company.	0	0
2668	じっせき	achievement, performance	かれ は えいぎょう で <b>じっせき</b> を あげた ん だ	He achieved good results working in sales.	0	0
2669	きせい	homecoming@ready-made, ready-to-wear@regulation, control	らいしゅう <b>きせい</b> します@かれ の たいけい じゃ <b>きせい</b> の さいず に あわない よ@ぎゅうにく の ゆにゅう が きびしく <b>きせい</b> されて いる わ ね	I will go home next week.@His figure does not suit ready-to-wear clothing sizes.@Beef imports are severely regulated.	0	0
2670	ぎょうせき	achievement, performance	かれ の こんげつ の <b>ぎょうせき</b> は すばらしい です	His performance this month was amazing.	0	0
2671	おうぼ	application	きゅうじん に たすう の <b>おうぼ</b> が あった	There were a lot of applications for the job opening.	0	0
2672	かり	provisional, temporary@borrowing, debt	<b>かり</b> の もうしこみ を しました@この <b>かり</b> は かならず かえします	I submitted a temporary application.@I will definitely pay it back.	0	0
2673	しゅうちゅう	concentration, convergence	べんきょう に <b>しゅうちゅう</b> しなさい	Concentrate on studying.	0	0
2674	しゅうごう	gathering, assembly	しち じ ご ふん に えき で <b>しゅうごう</b> しましょう	Let's meet at the station at 7:05	0	0
2675	はち	eight@bee	りんご を <b>はち</b>こ ください@ともだち が <b>はち</b> に さされた ん だ	Please give me eight apples.@My friend was stung by a bee.	0	0
2676	あつまり	gathering, assembly	あめ で <b>あつまり</b> が わるい です ね	Not many people are showing up because of the rain.	0	0
2677	じこく	time, hour@one's own country	ただいま の <b>じこく</b> は ろくじ さんじゅうごふん です@<b>じこく</b> の ぶんか を たいせつ に しましょう	The time just now is 6:35.@Let's take good care of our own country's culture.	0	0
2678	がっぴ	date	ここ に せいねん<b>がっぴ</b> を きにゅう して ください	Please fill in your date of birth here.	0	0
2679	つきひ	time, days	<b>つきひ</b> が たつ の は はやい もの です	Time passes by quickly.	0	0
2680	しゅうしゅう	collection, gathering	かれ の しゅみ は きって <b>しゅうしゅう</b> です	His hobby is collecting stamps.	0	0
2681	さいさん	profit	こすと が こんなに たかくて は <b>さいさん</b> が とれません	When the costs are so high, profit can't be made.	0	0
2682	さいてん	marking, grading	せんせい は しけん の <b>さいてん</b> が おわった よう ね	It seems that the teacher has finished marking the examination.	0	0
2683	きょうきゅう	supply, provision	かれ の かいしゃ は でんりょく を <b>きょうきゅう</b> して います	His company supplies electricity.	0	0
2684	げっきゅう	monthly salary	<b>げっきゅう</b> は まいつき にじゅうごにち に しきゅう されます	The salary is paid on the 25th of every month.	0	0
2685	ジャンプ	jump	さる が たかい き に <b>じゃんぷ</b> した	The monkey jumped into the tall tree.	0	0
2686	じきゅう	hourly wage	この しごと は <b>じきゅう</b> せんえん です	This work pays 1000 yen per hour.	0	0
2687	じゅよう	demand	<b>じゅよう</b> が おおすぎ て せいさん が おいつきません	There's a lot of demand and production can't keep up.	0	0
2688	からい	spicy, salty@strict, severe	かれ は <b>からい</b> もの が すき です@ぶちょう は ぼく の しごと に <b>からい</b> ひょうか を だした ん だ	He likes spicy food.@My manager was very critical in his evaluation of my work.	0	0
2689	つらい	difficult, harsh	この しごと は <b>つらい</b> です	This work is harsh.	0	0
2690	しゅうにん	inauguration, appointment	かれ は しんしゅしょう に <b>しゅうにん</b> しました ね	He assumed his post as the new Prime Minister.	0	0
2691	しょくいん	staff, employee	ここ は <b>しょくいん</b> せんよう の でいりぐち です	This is an entrance for staff only.	0	0
2692	つく	be on, switched on@attach itself to, be connected with, come in contact with@set about a task, enter upon@arrive, make contact, settle@thrust, poke	へや の でんき が <b>ついて います</b>@くつ に どろ が <b>ついて います</b>@ことし から あたらしい しごと に <b>つきます</b>@ごご はちじ に おおさか に <b>つきます</b>@かれ は びりやーど の たま を じょうず に <b>つく</b> ね	The room light is on.@I have mud on my shoes.@I'll start a new job this year.@I arrive in Osaka at 8:00 pm.@He shoots pool very well.	0	0
2693	しょくば	place of work, office	じたく から <b>しょくば</b> まで いちじかん かかります	It takes one hour from home to the office.	0	0
2694	しょくぎょう	occupation, vocation	あなた の <b>しょくぎょう</b> を おしえて ください	Please tell me your occupation.	0	0
2695	じょうやく	treaty	にこくかん で <b>じょうやく</b> が むすばれました	A treaty was concluded between the two countries.	0	0
2696	あちらこちら	all over, here and there	<b>あちらこちら</b> で こうよう が きれい です ね	Here and there the autumn colors are beautiful.	0	0
2697	さんこう	reference, consultation	この ほん を <b>さんこう</b> に して ください	Please refer to this book.	0	0
2698	さんぎいん	House of Councilors, Upper House	かれ は <b>さんぎいん</b> ぎいん です	He is a member of the House of Councilors.	0	0
2699	おまいり	visiting a shrine or temple	かぞく で おてら に <b>おまいり</b> に いきました	We payed a visit to the temple with the family.	0	0
2700	さんこうしょ	reference book	この <b>さんこうしょ</b> は とても やく に たつ よ	This reference book is very useful.	0	0
2701	くわわる	join in	わたしたち の ちーむ に かれ が <b>くわわった</b>	He joined our team.	0	0
