Kanji	English	Reading	Example Sentence	Example Sentence Reading	English Sentence	reading score	writing score
プラットホーム	platform	プラットホーム	<b>プラットホーム</b>で電車が来るのを待ったの。	<b>ぷらっとほーむ</b> で でんしゃ が くる の を まった の	I waited on the platform for the train to arrive.	0	0
脳	brain	のう	そのクイズ番組は<b>脳</b>を刺激するね。	その くいずばんぐみ は <b>のう</b> を しげき する ね	The quiz show stimulates the brain.	0	0
悩む	be troubled, suffer	なやむ	彼は受験のことで<b>悩んで</b>います。	かれ は じゅけん の こと で <b>なやんで</b> います	He's worried about entrance examinations.	0	0
悩み	troubles, worries	なやみ	彼は大きな<b>悩み</b>を抱えていました。	かれ は おおき な <b>なやみ</b> を かかえて いました	He had a major concern.	0	0
先頭	forefront, head	せんとう	<b>先頭</b>の人はプラカードを持ってください。	<b>せんとう</b> の ひと は ぷらかーど を もって ください	People at the front, please hold up a placard.	0	0
命じる	order, give orders	めいじる	急に出張を<b>命じられました</b>。	きゅう に しゅっちょう を <b>めいじられました</b>	I was suddenly sent on a business trip.	0	0
まぐろ	tuna	まぐろ	<b>まぐろ</b>の刺身を食べました。	<b>まぐろ</b> の さしみ を たべました	I ate tuna sashimi.	0	0
領土	territory, domain	りょうど	ここから先は隣の国の<b>領土</b>です。	ここ から さき は となり の くに の <b>りょうど</b> です	From here onwards is the territory of the neighboring country.	0	0
領事館	consulate	りょうじかん	彼はアメリカ<b>領事館</b>に出かけたよ。	かれ は あめりか <b>りょうじかん</b> に でかけた よ	He went out to the American consulate.	0	0
領収書	receipt, voucher	りょうしゅうしょ	<b>領収書</b>をください。	<b>りょうしゅうしょ</b> を ください	Please give me a receipt.	0	0
取り組む	grapple, pursue	とりくむ	彼女はスペイン語に<b>取り組んでいます</b>。	かのじょ は すぺいんご に <b>とりくんで います</b>	She's working on her Spanish.	0	0
任せる	entrust to, leave it to	まかせる	この仕事は君に<b>任せる</b>。	この しごと は きみ に <b>まかせる</b>	I leave this work up to you.	0	0
ろくに	hardly, barely	ろくに	ゆうべは<b>ろくに</b>寝ていない。	ゆうべ は <b>ろくに</b> ねて いない	I barely slept last night.	0	0
担任	supervisor	たんにん	私は3年生のクラスを<b>担任</b>しています。	わたし は 3 ねんせい の くらす を <b>たんにん</b> して います	I'm in charge of the third-grade class.	0	0
無責任	irresponsibility	むせきにん	<b>無責任</b>な行動は許されません。	<b>むせきにん</b> な こうどう は ゆるされません	Irresponsible behavior will not be tolerated.	0	0
転勤	transfer	てんきん	彼は大阪に<b>転勤</b>しました。	かれ は おおさか に <b>てんきん</b> しました	He was transferred to Osaka.	0	0
勤め先	employment	つとめさき	私の<b>勤め先</b>にご連絡ください。	わたし の <b>つとめさき</b> に ごれんらく ください	Please contact my office.	0	0
勤め	service, duties	つとめ	来月で<b>勤め</b>をやめます。	らいげつ で <b>つとめ</b> を やめます	I'll quit my job next month.	0	0
務める	perform a duty, play a role	つとめる	私が司会を<b>務めます</b>。	わたし が しかい を <b>つとめます</b>	I'll serve as the host.	0	0
つまむ	munch on	つまむ	お菓子でも<b>つまんで</b>ください。	おかし で も <b>つまんで</b> ください	Please help yourself to some snacks.	0	0
任務	duty, mission	にんむ	彼は最後まで自分の<b>任務</b>を果たした。	かれ は さいご まで じぶん の <b>にんむ</b> を はたした	He fulfilled his duties right to the end.	0	0
務め	duty, task	つとめ	人々を守るのが私の<b>務め</b>です。	ひとびと を まもる の が わたし の <b>つとめ</b> です	It's my duty to defend people.	0	0
雇う	employ, hire	やとう	新しい社員を<b>雇いました</b>。	あたらしい しゃいん を <b>やといました</b>	We employed a new staff member.	0	0
募集	recruitment, collection	ぼしゅう	私の会社で社員を<b>募集</b>しています。	わたし の かいしゃ で しゃいん を <b>ぼしゅう</b> して います	My company is recruiting new staff.	0	0
採る	gather, pick	とる	この山ではきのこが<b>採れます</b>よ	この やま で は きのこ が <b>とれます</b> よ	You can collect mushrooms on this mountain.	0	0
ボーイ	waiter	ボーイ	<b>ボーイ</b>に荷物を運んでもらった。	<b>ぼーい</b> に にもつ を はこんで もらった	I had the porter carry the luggage.	0	0
就く	set about a task, enter upon	つく	今年から新しい仕事に<b>就きます</b>。	ことし から あたらしい しごと に <b>つきます</b>	I'll start a new job this year.	0	0
退職	retirement, resignation	たいしょく	私は今月一杯で<b>退職</b>します。	わたし は こんげつ いっぱい で <b>たいしょく</b> します	I retire at the end of this month.	0	0
退学	withdrawal from school	たいがく	弟は高校を<b>退学</b>しました。	おとうと は こうこう を <b>たいがく</b> しました	My little brother withdrew from high school.	0	0
早退	early departure	そうたい	具合が悪かったので仕事を<b>早退</b>しました。	ぐあい が わるかった の で しごと を <b>そうたい</b> しました	I left work earlier than usual because I was unwell.	0	0
理屈	reason, logic	りくつ	彼には<b>理屈</b>が通じない。	かれ に は <b>りくつ</b> が つうじない	He doesn't understand logics.	0	0
ホット	hot	ホット	コーヒーを<b>ホット</b>でください。	こーひー を <b>ほっと</b> で ください	Please bring me a cup of hot coffee.	0	0
退屈	boring, tedious	たいくつ	校長の<b>退屈</b>な話が続いたんだよ。	こうちょう の <b>たいくつ</b> な はなし が つづいた ん だ よ	The principal's boring talk carried on.	0	0
用件	matter, things to be done	ようけん	<b>用件</b>をメモしておきました。	<b>ようけん</b> を めも して おきました	I made a note of the matter.	0	0
参る	go, come	まいる	さあ、<b>参りましょう</b>か。	さあ <b>まいりましょう</b> か	Well, shall we go?	0	0
惨め	miserable, pitiable	みじめ	彼は<b>惨め</b>な気持ちになったの。	かれ は <b>みじめ</b> な きもち に なった の	He began to feel miserable.	0	0
追加	addition	ついか	オーダーを<b>追加</b>しました。	おーだー を <b>ついか</b> しました	I made an additional order.	0	0
まし	more, better	まし	これでもないより<b>まし</b>だ。	これでもないより<b>まし</b>だ。	Even this is better than nothing.	0	0
比率	ratio, percentage	ひりつ	IT業界は女性の<b>比率</b>が低い。	あいてぃーぎょうかい は じょせい の <b>ひりつ</b> が ひくい	The ratio of women in the IT industry is low.	0	0
対比	contrast, comparison	たいひ	この絵は赤と黒の<b>対比</b>が美しいですね。	この え は あか と くろ の <b>たいひ</b> が うつくしい です ね	The contrast of the red and black in this picture is beautiful.	0	0
見比べる	look from one to another, compare	みくらべる	彼女は二人の顔を<b>見比べた</b>の。	かのじょ は ふたり の かお を <b>みくらべた</b> の	She looked alternately at the two of them, reading their faces.	0	0
比較的	comparatively, relatively	ひかくてき	今年は<b>比較的</b>景気がいい。	ことし は <b>ひかくてき</b> けいき が いい	Business is comparatively good this year.	0	0
比較	comparison	ひかく	去年の売り上げと<b>比較</b>しましょう。	きょねん の うりあげ と <b>ひかく</b> しましょう	Let's compare it with last year's sales.	0	0
判決	judicial decision, judgment	はんけつ	<b>判決</b>が下された。	<b>はんけつ</b> が くだされた	Judgment was passed.	0	0
ぱっと	suddenly, quickly	ぱっと	彼女は<b>ぱっと</b>目を開いた。	かのじょ は <b>ぱっと</b> め を ひらいた	She suddenly opened her eyes.	0	0
判子	seal, stamp	はんこ	ここに<b>判子</b>を押してください。	ここ に <b>はんこ</b> を おして ください	Please put your personal seal here.	0	0
評判	fame, reputation	ひょうばん	<b>評判</b>の良いレストランに行きました。	<b>ひょうばん</b> の いい れすとらん に いきました	We went to a restaurant with a good reputation.	0	0
批評	criticism, comment	ひひょう	その映画はよい<b>批評</b>を得ているんだ。	その えいが は よい <b>ひひょう</b> を えて いる ん だ	The movie received critical acclaim.	0	0
反感	ill feeling, antipathy	はんかん	俺たちは彼の言動に<b>反感</b>を持ったね。	おれたち は かれ の げんどう に <b>はんかん</b> を もった ね	We had negative feelings towards his conduct.	0	0
予想	prospect, expectation	よそう	私の<b>予想</b>が当たった。	わたし の <b>よそう</b> が あたった	My forecast proved right.	0	0
つなぐ	connect, join	つなぐ	インターネットは世界の人々を<b>つなぎます</b>ね。	いんたーねっと は せかい の ひとびと を <b>つなぎます</b> ね	The Internet links people around the world together.	0	0
